queried_at,raw_query,rewritten_query,query_type,year_min,year_max,geography,topics,retrieved_ark_ids,response,latency_ms,relevancy_score,faithfulness_score
2026-04-23T16:34:05.483908+00:00,"I am writing a report about the history of people making boats in Massachusetts, can you help me find some information?",history of boat making in Massachusetts,,,,,cn69mt74d|qv33tz27h|g445g558q,,3855,,
2026-04-23T16:34:09.856016+00:00,I want to find some examples of what tickets to a baseball game looked like back in the old days.,historical baseball game tickets,,,,,nz80dc339|zs264p54q|ws85j0720|pz50q7936,,4272,,
2026-04-23T16:34:16.704774+00:00,Who were the Boston Americans?,Boston Americans baseball team,,,,,rr172568c|rr172n866|sf268866v|sf268672k|nz807q64h|8g84tz112|gm80r7055|cc08qs04q|cz30sq903|4q77jq33x|4j03d074h|4j03d072z|b5644w60c|4j03d066t|6q1893885|4j03d0648|ws85hx668,,6745,,
2026-04-23T16:34:22.570301+00:00,Can you help me find some historical maps of Boston's subway system from the early 1900s?,historical maps of Boston subway system,1900,1909,,,pc28d1639|rj432p315|00002h01q|s4658030g|1257b986t|6t056522n|0g357421r|z316t860b|wd3768116|js956j509|gx41q249c|js956j76f|wd376810x|x059cc62v|1257bn63k|x633fb834|1257bb29d|js956k20s|1257br69v|1257b970x|1257b988c|bn99cr10h|1257b966b|2j62vn697|9593vb93c|wd376813r|1257bp31h,,5761,,
2026-04-23T16:34:27.050712+00:00,"My class is reading Moby Dick and I have to do a project about whaling in Massachusetts, can you help me find some sources?",whaling in Massachusetts,,,,,6d570071g|w6637677d|cn69mt76z|gx41nb58n|b2775d731|1g05fg099|q811kp776|g158bq36m|gx41nd10w|0p099f235|cn69mt74d|g158bp001|j6733s11w|6d570089x|pk02g2947|3r075z520,,4382,,
2026-04-23T16:34:33.101569+00:00,Is it true that Harvard used to have a good football team?,Harvard football team history,,,,,5h73sk16q|5h73sj92b|b5645c58d|b5645c442|b5645c264|b5645c28p|b5645c24k|rr172g202|rr172g16g|b5645916g|5h73sm42j|5h73sm400|5h73sm443|5h73sm28q|5h73sm38z|5h73sm36d|5h73sm329|5h73sm34v|5h73sm02k|5h73sm30r|5h73sk56p|fq97gn535|v1190717w|jm21ch10c|h989zt884|vt157b26q|jm21ch09m|dj534015r|8049q128f|ms362065h|5h73sk38r|7940gr007|b5645f04h|5h73sk323|x633nv49z|rr172g181|nv93cv012|m613vr44g|31985d27z|hx125844b|br86jv950|3x81fd53p|3t947316z|3t947318h|5h73sk34n|5h73sk366|5h73sk24d|5h73sk22v|5h73sk209|5h73sk04x,,5949,,
2026-04-23T16:34:39.477864+00:00,Find some newspaper articles about the sinking of the Lusitania during WWI,newspaper articles sinking of the Lusitania World War I,1915,1918,,,,,6270,,
2026-04-23T16:34:47.482084+00:00,Were there any people from Boston on the Titanic when it sank?,Boston passengers on Titanic sinking,1912,1912,,,dj533b64k|5138rj35v|p554fr635|5138rj364|sn00j357m|jh349z29r|x920p480z|nk328j666|nc586t329|xs55th042|mk61zp75k|4742hd58s|5999vb05q|zw135934t,,7908,,
2026-04-23T16:34:52.127096+00:00,What caused the Great Depression?,causes of the Great Depression,,,,,,,4539,,
2026-04-23T16:34:58.333842+00:00,What information can you find about the Coconut Grove fire disaster?,Coconut Grove fire disaster,,,,,7s75dh80b|7s75dh64z|7s75dh84f|7s75dj025|7s75dh703|7s75dh90k|7s75dh20w|7s75dh60v|7s75dh54q|7s75dh62d|7s75dh525|7s75dh66h|7s75dh72n|7s75dh967|7s75dh304|7s75dh44g|7s75dh76r|7s75dh38b|7s75dh82w|7s75dh88j,,6102,,
2026-04-23T16:35:04.591459+00:00,How did Boston mark the end of Prohibition?,Boston end of Prohibition celebrations,,,,,,,6149,,
2026-04-23T16:35:09.461063+00:00,"Find some information about Charles Ponzi, including newspaper articles and photographs if possible",Charles Ponzi newspaper articles and photographs,,,,,6682zs06z|6682zx46r|6682zw96r|6682zx42n|6682zx489|6682zx446|6682zs44c|6682zw946|6682zs46x|6682zs08h|6682zs42t,,4769,,
2026-04-23T16:35:13.638921+00:00,"I am writing a report about historical presidential assassinations, can you help me find some sources?",historical presidential assassinations,,,,,5x21v6084|nz8075026|nz807500n|5x21v606k,,4071,,
2026-04-23T16:35:22.525130+00:00,"Find some information about the Bread and Roses strike in Lawrence, Mass., including pictures",Bread and Roses strike Lawrence Massachusetts photographs,,,,,,,8753,,
2026-04-23T16:35:27.693777+00:00,Find a variety of newspaper articles about women who were accused of killing their husbands,newspaper articles about women accused of killing husbands,,,,,,,5069,,
2026-04-23T16:35:33.883288+00:00,Find some newspaper articles about major snowstorms that have hit Massachusetts over the years,Massachusetts major snowstorms newspaper articles,,,,,,,6082,,
2026-04-23T16:37:09.465668+00:00,I want to see a variety of depictions of indigenous Americans from across the United States.,depictions of indigenous Americans United States,,,,,5x21v890h|5x21v958z|5x21v876p|5x21v912b|5x21v9066|02873h23v|2b88td76n|g732n327v|g732ht59s|g158g3669|5x21v956d|d217tr50h|70796g072|4m90np452|5x21v9308|5x21v914w|5x21v9422|ms3620672|5x21v972s|5x21v954v|70796k339|st74gs635|x346h628w|5x21v940h|5x21v894m|5x21v8922|5x21v916f|5x21v8965|ht24xz82v|5x21v8787|cz30pz919|cz30pz944|5x21v872k|5x21v8744|70796j89z|5x21v9023|70796m33h|5x21v9707|70796k57w|cz30pz83m|7653b191z|d504vm88g|0z70cx136|r494zm800|2n49x507n|5x21v948q|5x21tr52t|q237n9849|70796k83h|70796j81r,,9111,,
2026-04-23T16:37:15.196507+00:00,Find pictures of JFK before he became president.,John F. Kennedy photographs before presidency,,1946,,,7w62g349d|qj72wp08n|5x21v732d|348525297|x346f969d|x346f879f|k643fk181|x346f8831|x346f881g|pg15m7930|x346f9438|x346f979n|x346f891q|x346fc856|x346f899x|34850518c|x346f8432|n8712b463|5138km009|x346fc792|x346f837x|34850520d|x346f9374|sx61h848t|5138kc880|5138kc86f|5138kc944|5138kc92k|348505262|34850524h|34850522z|5138km06z|8g84vr84h|x346f931g|x346fc71v|6q185494t|c534j5966|cr56qj803|wd378c158|xs55nh908|x346f895t|qj72ss529|xs55nh844|x346f799q|xs55nh98g|5x21tv22q|7w62gb45r|6t0564568|02871v717|xs55nh96x,,5615,,
2026-04-23T16:37:20.991790+00:00,"I have to do a project about the battle of Bunker Hill during the American Revolution, can you help me find some information about that?",Battle of Bunker Hill American Revolution,,,,,gt54pd18k|nc587w492|348526039|3t947b90p|v405sz87f|8k71pd55t|1j92m509z|8k71pb25p|8k71pc15n|kh04nt53f|cv43p634f|cv43p638j|cv43p630b|kh04nt550|s1785315s|x633fb389|9g555s49j|8k71pb35x|8k71pb77f|dn401x172|8k71pb234|416882363|8k71pb897|08615978x|s1785317b|zw133s529|wd376800p|8c97mr34d|8c97n816r|c247nk52f|3f462x95q|1j92h0041|k356hh69r|8k71p4377|s1785299m|s1785301f|s17853030|8k71p805s|s1785319w|rb68zv269|8k71p807b|7p88d1897|41688240p|gh93jc91b|s1785311p|s17853137|8k71pc05d|5h73s7029|gh93jd11m|8k71p917s,,5686,,
2026-04-23T16:37:26.198160+00:00,What were some important historical events that happened in Boston in 1919?,important historical events in Boston 1919,1919,1919,,,c247n559w|8k71vw132|qv3408085|zk522w08v|dv146568h|v6931n15b|jw82fs373|x920pc616|kw52rm494|cj82sm13b|6q1890372|4742hn897|x346mj119|7p88kv57s|t435pw52p|dz017517w|r2082502x|t722qn95w|nk328s81r|rb694r775|mp490r85h|b277b698h|ks65qp63h|x633ng23j|2v243620s|1831m063d|x633ng228|g732mp48z|m900w7714|cz30x4470|vh5448344|sf26gk094|cr56vg241|x059kn732|0k22cp71n|ks65qp60p|sx61mz15x|j3866k840|wh24f658k|kd17m686d|d7920w93g|6m318542t|5x221w45d|2r3729975|7p88kv62n|t722qn922|qb98ts05q|7653fb71v|c821pz749|2v243614n,,5098,,
2026-04-23T16:37:31.220734+00:00,What caused the Great Fire of Boston in 1872?,causes of the Great Fire of Boston 1872,1872,1872,,,xp68kr53j|hx1216404|00000290k|xp68kr41r|c821gq73j|q811kn10m|xp68kr17p|xp68kr375|2801pj79p|00000294p|c821gq77n|xp68kr154|00000284f|xp68kr35m|3f463d63h|xp68kr39q|c821gq974|1831cx76v|xp68kr510|c821gq65v|xp68kr25c|7p88cv41v|0r96fp56h|wd3764588|q811kn14q|cf95jj82f|xp68kr13k|1831cx706|2801pj71g|xp68kr47d|xp68kr439|1257bd057|cf95jj904|xp68kr332|1831cx84j|cf95jj947|1831cx642|xp68kr111|xp68kr45v|wd376239n|zk51wb94m|zk51wb76p|cf95jk14h|cf95jk06t|c821gq710|1831cx685|xp68kr49z|xp68kr090|xp68kr29g|2801pj87c,,4918,,
2026-04-23T16:37:36.712546+00:00,Find postcards of Cape Cod from the early 1900s,postcards of Cape Cod,1900,1909,,,0k225v35s|5q47s878h|5q47s880j|cn69mp74k|0k225v494|wd376650g|pc28d173j|kp78k2578|cj82kb181|0k225v39w|0k225t79n|cn69mp12k|bv73g895t|s17877192|cj82k8803|6d570697v|0k225t91x|n8712865w|0k225v59c|cj82k876h|4t64k6293|z890w1293|x346k613m|5q47s754q|6d570221p|6d570219n|6d570187k|0p0970519|cn69mp86c|0p096x79d|5425mh89z|cn69mp429|0p096z51x|cn69mp44v|cj82kv672|cj82km85j|cn69mp22t|cn69mp64b|cj82kb202|cr56nq44x|6h4470151|cj82kb22m|cj82kb34d|w3763s31x|0k225v337|6d570364p|cn69mq107|cr56nq38s|cr56nq42c|w9505944t,,5391,,
2026-04-23T16:37:42.462704+00:00,Show me depictions of women working in Boston during the early 1900s.,depictions of women working in Boston,1900,1909,,,td96t881d|p2677k471|0g354v65n|qv341079n|q811kp199|2n49x5028|w0892j25g|dn400q039|9w034t48b|p2677h83g|zs262642p|nv935j42d|ft84cg32j|8k71r855b|0g3576194|37720k33n|05744g52z|kh04nb528|x633fc36z|vh53x752p|r494zb26j|xk81nb194|9880zg85q|c821gx73s|xp68kq191|2801pm84z|2z1107027|w3764c26r|m326pt05n|3f463d075|5425p264r|377236213|gh93kp458|0k228227v|9593vb91t|66830183t|3j339c232|2801pm768|t722m2166|ks65m3626|ht24xc28j|hq37zb60k|r494zb36s|t435k559r|8336ks565|tt44sd06j|s46587359|8k71r871q|g158f864m|2801pn34z,,5641,,
2026-04-23T16:37:46.761661+00:00,Find materials related to abolitionist movements in Massachusetts.,abolitionist movements in Massachusetts,,,,,m900pz684|5h7406096|m900qj137|m900pf991|5h740p602|m900pj71z|m900pf14q|m900pk27m|qz20vb63h|qz20tm53r|qz20tq833|qz20vp76n|qz20tt71x|dv144v57s|qz20vd10w|2v23xz609|qz20vq90p|qz20td45t|2z110p656|qz20vp13c|5h740097k|m900q1533|qz20v0871|qz20vp565|6w925c17h|dv144t836|dv144t51x|qz20vh05n|qz20vh58p|cv43pt42v|qz20vh63j|2z110126k|m900pw932|2z111849h|2z1117987|6w926063h|2v23xw09x|2z110302d|m900pt204|m900qn61h|m900px13b|cv43q062j|2v23xp979|m900pc31z|m900pv766|qz20vs237|m900qk524|m900pc085|2z110094h|m900qz21d,,4188,,
2026-04-23T16:37:52.804027+00:00,"Find old photographs of Beacon Hill, Boston.",photographs of Beacon Hill Boston,,,,,rf563z034|zg650968r|0g359498q|8s45w082x|q811r827c|9k4244230|nz80bn54c|w3767t056|n87149556|3b596106f|63961w78m|v9800r04z|d217wc82v|9p294z40k|sn00gm90d|4t64n958h|w9509n375|wp98f767c|0z70fj847|4742g074h|fq97dk17j|9p294z44p|9p294z30b|xw42sx441|sj13fq086|t722p011r|p841f933f|jd477k93g|1j92mv602|w0896x245|sb39d089h|zs262x090|9k424440n|wp98f7663|fb4991023|cz30vf35q|ng456673h|gt54rb56x|v118x465f|4x51p803k|cv43tk270|bn99fw82x|hq381b050|h702vz98r|th83rn013|7940dn09r|pz50nj81x|qz20zg32v|qv33tx51c|qv33tx571,,5920,,
2026-04-23T16:37:58.364862+00:00,What was the Boston Tea Party and why did it happen?,Boston Tea Party causes,,,,,cr56n2041|5x21xd617|0c486j52c|4m90jv46v|8336m0516|cr56n202g|d504v765w|f1884c31d|qb98mr488|qb98mr46q|td96sh705|qb98mr52v|h128vt42p|qb98mr509|kh04nc38n|1831g998p|0v83gd00v|93071b87k|9g554x97v|m039s903t|9z9097383|f7629s50b|7h14f837g|kh04nc40p|kh04nc762|kh04nc28d|kh04nc320|ms35xs513|8336mm241|0z70dd758|sf26cq67b|kh04nc541|9306xj10j|kh04nc34j|kh04nc48w|kh04nc30f|5712qs304|jw82g071t|kh04nc46b|pn89hr64r|kh04nc50x|kh04nc74h|kh04nc68c|br86jj50s|kh04nc56k|kh04nc52g|b564cc38z|kh04nc648|kh04nc66t|kh04nc62q,,5468,,
2026-04-23T16:38:03.568388+00:00,What events took place in Boston during the American Revolution?,events in Boston during the American Revolution,,,,,xp68sk16d|5m60z4604|g445kt941|rr178895x|q811sx576|qb98th61d|mp490h26w|p554fr40v|gq67s7572|02877c05s|7366dg53w|sb39fz91h|f7629s50b|95942860k|fj23dg51m|x346mq854|sj13hg589|gq67s998q|93071j24j|7d27h447j|nk329019p|3t94dc45x|k643jc52m|3x81f865n|cn69tr937|ww72jj941|m326tg75z|n58455717|6h447712n|z8910f64t|q524s191f|5x221t75q|vx027t73p|dj533h83t|6t05bd97v|4b29kb58p|tm70vs55f|0v83h1118|ns06c7304|n2975098x|xk81sk74b|mg74zk163|2f75zm40w|8c97tq860|k356j446b|jq08dj064|m326v254w|th83tw777|gh93qx932|n0104172w,,5105,,
2026-04-23T16:38:09.155165+00:00,Who was Crispus Attucks and what was his role in American history?,Crispus Attucks role in American history,,,,,pz50qh24f|fj23ds239|s178c830z|pc28j414p,,5484,,
2026-04-23T16:38:13.273453+00:00,Are there any newspaper articles covering the women's suffrage movement in Massachusetts?,newspaper articles on women's suffrage movement in Massachusetts,,,,,7s75fm651|qz20tq36q|7s75fs873|7s75fp43d|qz20tq833|qz20vb63h|qz20tx87f|qz20t150d|qz20vd85z|qz20tm53r|qz20tt947|qz20vg797|7s75ft85r|wm118j58g|qz20vd75q|7s75f446x|7s75fr21s|qz20tv67j|vm417c934|qz20t835r|vm417n71r|vm417c781|qz20tv226|7s75f441j|qz20tc297|qz20vd47j|7s75fs741|vm417x305|7s75fq68g|wm1181238|qz20tg09c|qz20tt02h|qz20tt769|qz20tq88g|qz20tt30p|vm417c70t|qz20v113f|qz20t7950|qz20vg690|qz20t790m|0v83gc53p|w950dt21t|h128x821z|4168hb79r|610944329|nv93dw226|610944311|zc782n93t|bn99k431k|th83vr92p,,3970,,
2026-04-23T16:38:17.832549+00:00,Find documents or letters from the Civil War era written by Massachusetts soldiers.,documents or letters from the Civil War written by Massachusetts soldiers,,,,,n8710p83z|f4755474m|ng452114m|r494vp28n|r494vp327|rj436h943|9s161j33v|r2080k48p|st74cw14b|f4758w06j|1c18mp164|r494vp548|ks65p795x|bk12gp594|rr178774z|df662n02k|p841b6143|rr174k27z|p841b617x|1n79hc77s|p841b712r|ms35v6054|p267f3920|p841b6207|pg15js573|r494vp131|p841b5597|4b29jp39c|k643jb59b|jd479734k|wd376554c|n8715z74h|r494vp220|pr76nd464|0r96fq28j|hd770c26f|js956j381|r494vp09f|0z70fs094|p841b6118|r494vp70n|1831kx87d|xg94j247f|7s75mp53h|0r96fn97j|wd3765729|gq67s278s|3n20b994g|jw82fr15v|cv43w777g,,4451,,
2026-04-23T16:38:21.702657+00:00,What role did Frederick Douglass play in Massachusetts history?,Frederick Douglass role in Massachusetts history,,,,,qj72wm001|9w038p49g|5d86wm634|mg74z553r|cj82sx293|xk81s819d|3n20bm932|sn00jk282|g732mx24t|f4759463s|tm70vf810|jw82fw754|xg94r430q|jd479g30x|ks65qz058|rx91b175p|95942843x|kp78q2765|sq87jz199|sf26gm86f|9z909k627|ks65qq18w|8336qr64b|2f75zn86q|jw82g163b|pn89mt713|1257j6493|xs55tv37p|v9802d293|5t351902d|90200h093|7d27h575x|n0103q54x|g158jz541|7m01k2220|8049px38w|t148p0367|p554g3667|q524s633k|5d86wg23b|qv340b877|g445kx85p|5d86wg222|v6931q870|m613v4230|gt54t4714|0z70hb280|8336qj34c|br86jj84m|gm80rd765,,3775,,
2026-04-23T16:38:25.756917+00:00,What did the Boston Public Library look like when it was first built?,Boston Public Library original construction photographs,,,,,c821h369d|gt54m582t|gt54m554n|gt54m566f|gt54m5680|gt54m546z|gt54m562b|gt54m542v|8s45t1718|gt54m492v|gt54m514p|ng454851j|gt54m526g|gt54m5388|gt54m5566|gt54m558r|gt54m5701|gt54m548h|gt54m550j|rx916d740|df65z116j|gt54m536q|gt54m532m|gt54m524x|gt54m522c|gt54m594m|gt54m590h|gt54m494d|gt54m4909|gt54m496z|gt54m5124|gt54m6864|gt54m452w|gt54m450b|gt54m6066|gt54m510k|gt54m5060|gt54m508j|gt54m504f|gt54m544d|cz30sj43p|639600358|gt54m498h|gt54m500b|gt54m4888|gt54m502w|f76263951|f76263969|gt54m626p|3f464w46x,,3958,,
2026-04-23T16:38:30.735046+00:00,When was the Longfellow Bridge between Boston and Cambridge built?,construction of Longfellow Bridge Boston Cambridge,,,,,5h73qt105|jd476g62p|p267bc194|qv33tw80m|qv33tw914|5t34wv48h|gt54kz882|b277cn78w|0c48cd40m|bz60np68z|pn89p058x|k643ks617|hx126760p|tb09sw24p|98814j64c|gb19q1124|wp98jc922|7940hr17k|4t64rd210|hd771t871|00007t404|0c48cd47j|kh04ph57v|ht255b549|5h73qt12q|qv33tw93p|8s45qv70f|cc08m284s|jw82h605n|5t34wz00z|5t34wz02h|5t34wx984|qv33tx03q|sn00fh968|pn89hr626|6t055z651|pn89mk116|r7823r57j|7m01k4150|5712tj18x|5h73r8828|4f16kv932|b564c474c|7p88kv57s|4t64q088q|sj13h987q|zw135j90m|qv33tw48v|8c97mn18d|8049pn98p,,4868,,
2026-04-23T16:38:39.590229+00:00,What were the biggest insurance companies in Boston in the early 20th century?,biggest insurance companies in Boston early 20th century,1900,1930,,,2227v1368|3r07c926g|r7823w27n|p841h327d|wh246s26m|tq57w518q|7m01k179x|dj533m12g|ht253z33x|1n79qf424|8s45xr269|q237r6294|kk91nz56r|kd17m720h|gq67s482s|v9802d99s|n0103b45p|f7629s64p|086193527|6t059v54k|b564c6175|qb98ts31b|m900w566v|vx027s11g|w950cc227|3f468f18r|wm11g1353|w0898n407|c821q0015|5425sn42r|s178c2442|mp490s07b|7d27h574n|ft84h4147|t435pw77j|mg74xz48g|vq286391q|8p58wq12w|3f468f11t|qf85vp21b|sx61mz298|r2082514q|tq57w506x|ww72jh90q|n8716151s|f18880498|8910s819b|q811sx800|gx41tz24d|p267f600w,,8763,,
2026-04-23T16:38:44.217080+00:00,Who was Samuel Adams and what did he do in Boston?,Samuel Adams activities in Boston,,,,,j6734k255|pg15g1266|xd07qn08g|jm217635p|8c97n8260|2j62vs98h|3t948d52v|3f464s96h|66830285k|bg25b4054|r2081w287|fj236n18k|9c684306r|z029wk215|2b88xt166|66830277w|bv73k340q|nv935j46h|5m60t868g|m613v4116|dn404c54d|dn404b635|7940g2691|cn69mw06p|8049pk75z|4t64pz21z|f4758w06j|x346m855q|j6735p64n|vx027v435|7m01hb539|qj72wk78q|pc28j253z|sx61mz73t|4f16fk83g|9g5537038|hx124t67s|69705b47c|tb09ps416|sb39fm221|dv146f065|66832t561|x920p459q|pg15h4766|cj82qw80h|3r07cg257|r7823j68t|bg25fs02r|wd37d852g|4b29jp23g,,4522,,
2026-04-23T16:38:49.741642+00:00,What was the role of the Boston Navy Yard?,role of the Boston Navy Yard,,,,,3r075b421|5138kk72b|5138kk74w|4x51mk229|cn69mt40k|q524kn56j|wm11g0208|7p88d309q|2j630t94f|mg74z587k|w950ds03p|js95f199v|0p096p30h|8k71p167b|7p88d2796|hq383938p|s1785d11j|s1785d133|5138kk70s|r494ww257|fj237h926|7653fn07p|k643jg438|r494ww23p|0p096q12s|fj237h78c|kw52rw84c|5q47rp70m|cn69md46r|n2974h60x|r494ww31c|rj436m75h|5h73s7428|5h73s698x|fj237h705|p554g2326|xp68km66s|0p096h46c|m613vn78p|pz50km21j|cn69mt52c|8k71p1858|df6630211|nz80dj22t|qv340708z|0p096p322|jh34b923b|kw52rx13m|r494ww214|d5050845f,,5431,,
2026-04-23T16:38:54.178264+00:00,What was the Old State House in Boston used for?,Old State House Boston usage,,,,,mk61v7433|st74gd35q|k356cr90r|np1939428|cn69qp697|x059g5403|zs260z282|6q186608b|mg74t7640|2n49wr78z|8g84wc567|qj72z0425|cf95t563b|br86b820c|pn89hr72f|nv935g969|r494zb32p|bv73cd377|bv73cd35p|ht24xf60q|7940bm21g|9593vb371|v405t055j|7d27cj152|ht24xf521|jm217c025|08615b05m|8623j633v|ht24xf50g|5h73rs00w|5h73rr982|tb09mt43m|nv93bp245|8s45wz652|cj82pr98z|5h73rs06j|5h73rs040|ht24xf564|5h73rs02f|7w62jt38k|6d572d39j|ht24xf70z|wh246s285|cn69mq043|cf95jh321|v405t314x|c821gt13q|7p88d513q|7p88d531n|ht24xf66c,,4338,,
2026-04-23T16:38:59.243145+00:00,Who was Paul Revere and what was his significance?,Paul Revere historical significance,,,,,fj2372144|fj236c88m|fj236w62k|fj236c84h|fj236c862|r494x6240|0p096w664|cr56qq138|th83pn01r|9g5517267|br86b750w|8s45sz43h|fj236c90n|fj236c926|0v83bq47x|4168b5558|1z40pk302|wh246s595|6h441054p|8k71r862r|0g358d68g|t722n815b|2j62vn611|d504rr361|ms35wz85s|fb496z57r|v405t069w|7p88d2311|f47556474|v9802d60k|6h441048j|6h441050k|d504rr38k|qz20w898c|f7623g90d|fj236g10b|fj237f18h|7s75h254j|fj236662f|rb691161d|r494x638b|5h73rd40k|r494x636s|fj237f16z|5q47vc72t|ks65m1144|5999qq96r|qj72rw21r|d7921063j|kp78k439r,,4959,,
2026-04-23T16:39:03.145787+00:00,What happened at the Boston Massacre?,Boston Massacre events,,,,,69705368p|2227v016k|nk328w960|q524rv26x|k643jg438|jh34b7670|5d86wc98s|0p09dk79c|vt1570332|cf95rq77n|qf85vf225|34855z17q|tt44x4130|jm21c1937|hm5126107|98813597g|jh34b447w|jh34b526b|ks65qz724|xg94r377d|cv43w777g|jm21c466z|rv049624d|7h14j0893|np199m12f|bv73k8985|6t05bd97v|4b29kb58p|tm70vs55f|0v83h1118|ns06c7304|q237r430g|n2975098x|2801wr92h|xk81sk74b|mg74zk163|8c97tq860|k356j446b|j3866h910|jq08dj064|m326v254w|th83tw777|gh93qx932|n0104172w|vx027s11g|6h447t67r|zc781t337|zw136449k|3b598c73q|2j6314979,,3793,,
2026-04-23T16:39:06.769819+00:00,Who were the Sons of Liberty?,Sons of Liberty,,,,,9w0351156|jd472w926|2801s4928|cz30sq857|jd472w78c|5138nb29z|m039p4330|5h73wb42d|9z9064265|2801ss22h|1c18fg89j|d7920w862|rr172382s|x920fz13v|d217z238s|tb09jd68n|tb09jd70p|tb09jd620|cj82nw342|5h73w950w|cr56qp930|rr172220k|rr172214f|rr172218j|rr1722160|66834f54j|rr172210b|sf26gh51q|q524km82z|q524km80d|th83t9089|q524km78c|q524km76t|4q77p737t|q524km748|q524km72q|q524km705|dv146568h|q524km684|nc587061z|ht253z33x|jd472w862|dv145x61z|tb09jc586|nv935h66s|p267f8654|8s45qv48x|7p88h212b|p841c792v|8336qc45v,,3530,,
2026-04-23T16:39:12.461112+00:00,What is Faneuil Hall's historical significance?,Faneuil Hall historical significance,,,,,br86b864f|z316sj62c|cf95jj52q|cf95jj60d|cf95jj30p|z316sj745|gt54mc466|s1784x327|nc586878m|7940fj80r|pg15j296f|s1784x34s|8c97p734n|v405sz97p|8k71nx030|1831g985m|3f464w50h|pk02g295h|cn69r359n|8k71nx137|xp68kn03q|ww72c381d|0c486b48j|4x51m9556|8k71nx23g|p2677g50q|8k71nw815|8k71nx17b|jd476w10d|5h73rc283|zk522302f|sq87jd36n|kw52mx944|3f463h13x|8k71nx01f|cf95sm245|gh93jp99d|8k71nx15s|8k71nx11p|8k71nx073|p2677g464|7940bn40w|c821gq37p|s1784x20f|fj237f14d|r494x610n|r494x620w|r494x6126|7p88cs138|r494x608m,,5595,,
2026-04-23T16:39:15.345562+00:00,What was the Big Dig and why was it significant?,Big Dig significance,,,,,zg64tn15s|zg64tn17b|zg64tn23g|6d570656m|zg64tn19w|5h741d70t|zk51vw82z|gx41nk426|gx41nk32z|1z40kz05g|5999n386f|dr26xz924|vd66w3520|6d5706606|xs55mq030|8g84n168r|w3763w219|z603qx930|gx41nk362|dj533k63r|gx41nk30d|zg64tn21x|sj13hc20r|8c97nm814|dr26z030h|5999n700p|9c67wn58g|4m90f139z|g158bm891|6d5706585|th83m573r|gx41nk583,,2781,,
2026-04-23T16:39:20.495329+00:00,What was the history of the Boston Common?,history of the Boston Common,,,,,8c97n0783|wh249b09s|5h73rp46w|7p88d414s|5h73rn487|7p88d372g|bk12c241f|5h73rp386|8c97n102z|ns066q01q|7p88cw391|7p88cv74d|7p88cx290|nz80dk36c|7p88d4020|7s75dh02z|7p88d4569|8c97n1126|8c97n120w|8c97n122f|2801pm78t|nv935h825|5d86rr02j|5h73rg24m|2801pn489|00000334f|2801pn50b|mk61v983g|2801pn82m|4455gx08t|7p88d3962|2801pn68s|sj13hc20r|5h73rp36n|kp78k6726|8c97n0227|ww72jr16w|8c97n1169|8c97n110n|b5647h77s|8c97n118v|8c97n114r|rb694w036|cj82sm13b|6h447906x|8049pj92d|c821gs373|x920k134q|2801pm946|8623j6298,,5044,,
2026-04-23T16:39:24.118773+00:00,Why is Boston named Boston?,origin of the name Boston,,,,,sj13hc20r|7s75dj34f|4455gx08t|bv73cd776|b564c4202|0r96fq324|90200f68v|c821gr01h|9w038739j|x633f943z|gq67s998q|x633f983x|bv73cd71j|8336h352k|1g05nm273|f7629w585|0g35bk316|gh93q8977|ns069701b|q811kp598|6q189183c|hm5126107|k643jb59b|cj82m131w|rb694w036|3f4635764|r2082590j|qf85vm94f|th83t8589|xd07q5193|jw82fv40t|cj82m1899|sj13hb24n|3f463g115|8623j6611|rj436h943|9s161h09k|rx91b007b|7079cc214|sb39fw38k|wd376710q|wd3766628|9w038p49g|ht250495f|3f463195h|cj82m169t|cj82m173d|wd3766874|9s161h01c|rx91bt371,,3525,,
2026-04-23T16:39:28.776067+00:00,Show me some newspapers covering the 1916 World Series.,newspapers covering the 1916 World Series,1916,1916,,,r7823s29k|gb19nm111|mp490r19x|ww72jm472|st74m3993|4x51r014s|ht253x536|fn10fb226|nz80d9302|7m01k088p|x346mh47g|rv0497176|2227v025j|bv73kb05k|4742hn366|1j92ns00c|bn99gs752|8w32xr07s|ms360s12w|g158j316f|zw134q718|vh543f67j|3j338m397|2r371g93x|k356gp30d|pr76mn119|fn10dh85b|pv63nk76k|ks65pw81h|k069ft39v|hm511c901|w0897s60c|zk5221527|4q77n985q|q524r8564|qz210c033|2227t643j|4j03kk577|vd672k96z|7d27gb22r|0k22bw22s|5d86vj610|5d86vj60q|2z113b70h|sq87jb901|2r371g92n|pn89kr16f|fb499v596|5d86vj628|4742gv44z,,4555,,
2026-04-23T16:39:29.356606+00:00,Give me some historical info on the Zulu people in South Africa.,Zulu people history South Africa,,,,,jh344108j|0z709847r|0z7098456|95940655z|c821hc36h|ht250b99s|c821hb70m|0z709815g|0z709b36n|4j03jc03h|c821hc92v|c821hc909|cf95jr72f|pr76hs68r|ht250c17h|0r96fn44h|pv63gb37k|jh344114p|0z709819k|0z7098545|jh344126g|c821hc52w|c821hc50b|37726v144|c821hc489|ht250b934,,473,,
